order_id,order_date,customer_id,product_id,sales,quantity,profit
CA-2020-137302,2020-04-25,BW-11110,FUR-CH-10002017,63.936,3,6.3936
US-2020-134026,2020-04-25,JE-15745,OFF-ST-10004123,72.784,1,-18.196
US-2020-134026,2020-04-25,JE-15745,FUR-FU-10003708,97.04,2,1.213
US-2020-134026,2020-04-25,JE-15745,FUR-CH-10000513,831.936,8,-114.3912
CA-2020-137302,2020-04-25,BW-11110,OFF-AR-10000588,59.52,3,15.4752
CA-2020-122266,2020-04-25,SA-20830,FUR-TA-10000577,191.5155,1,-76.6062
CA-2020-122266,2020-04-25,SA-20830,OFF-AR-10004757,2.624,1,0.4264
CA-2020-124450,2020-04-26,GT-14710,OFF-AR-10001166,22.74,3,8.8686
CA-2020-124450,2020-04-26,GT-14710,TEC-MA-10004212,1379.92,8,648.5624
CA-2020-124450,2020-04-26,GT-14710,FUR-CH-10000309,1267.53,3,316.8825
CA-2020-151841,2020-04-26,TC-21475,OFF-SU-10001574,5.84,2,0.73
CA-2020-151841,2020-04-26,TC-21475,OFF-AP-10003971,43.56,5,3.267
CA-2020-130792,2020-04-27,RA-19915,OFF-ST-10003327,23.832,3,2.6811
CA-2020-130792,2020-04-27,RA-19915,OFF-AP-10000696,8.652,3,-20.3322
CA-2020-120782,2020-04-27,SD-20485,OFF-AP-10003779,186.732,1,41.496
CA-2020-120782,2020-04-27,SD-20485,OFF-BI-10003527,3812.97,3,1906.485
CA-2020-130792,2020-04-27,RA-19915,OFF-BI-10000309,12.176,4,-18.8728
CA-2020-157434,2020-04-28,JK-15640,OFF-PA-10001526,7.968,2,2.8884
CA-2020-135174,2020-04-29,BP-11230,TEC-PH-10001530,1022.97,5,-255.7425
US-2020-164175,2020-04-29,PS-18970,FUR-CH-10001146,213.115,5,-15.2225
CA-2020-103716,2020-04-29,KB-16585,OFF-AR-10000658,34.65,3,9.702
US-2020-115238,2020-04-29,JW-15220,OFF-PA-10002689,6.48,1,3.1104
US-2020-115238,2020-04-29,JW-15220,FUR-FU-10001025,24.3,5,10.449
US-2020-115238,2020-04-29,JW-15220,TEC-PH-10001300,209.5,10,58.66
CA-2020-103716,2020-04-29,KB-16585,TEC-PH-10000347,19.8,5,1.7325
US-2020-115238,2020-04-29,JW-15220,FUR-FU-10002445,9.48,1,3.792
US-2020-115238,2020-04-29,JW-15220,FUR-FU-10002960,31.4,5,13.188
CA-2020-161998,2020-04-30,DB-13120,OFF-SU-10004261,41.376,3,4.6548
CA-2020-161998,2020-04-30,DB-13120,OFF-AR-10004022,172.704,6,10.794
CA-2020-104486,2020-04-30,PO-18850,OFF-ST-10000876,37.32,3,10.4496
CA-2020-104486,2020-04-30,PO-18850,OFF-BI-10000309,12.176,1,4.4138
CA-2020-145821,2020-04-30,JB-15400,TEC-PH-10004348,88.752,3,11.094
CA-2020-104486,2020-04-30,PO-18850,OFF-SU-10002573,35.06,2,10.518
CA-2020-161998,2020-04-30,DB-13120,FUR-FU-10001095,63.552,3,14.2992
CA-2020-116687,2020-05-01,NC-18625,OFF-LA-10000443,8.856,3,2.9889
CA-2020-116687,2020-05-01,NC-18625,TEC-PH-10001750,158.376,3,13.8579
CA-2020-112130,2020-05-02,SV-20785,FUR-CH-10002965,844.116,6,-36.1764
CA-2020-112130,2020-05-02,SV-20785,OFF-ST-10000563,76.752,3,-9.594
CA-2020-150770,2020-05-02,LC-16870,TEC-AC-10000844,339.96,4,122.3856
CA-2020-112130,2020-05-02,SV-20785,OFF-PA-10002230,7.968,2,2.8884
CA-2020-112130,2020-05-02,SV-20785,OFF-AP-10003266,23.696,2,6.5164
CA-2020-150770,2020-05-02,LC-16870,OFF-BI-10002026,62.496,2,21.8736
CA-2020-112130,2020-05-02,SV-20785,OFF-AP-10003622,18.2,7,2.0475
CA-2020-112130,2020-05-02,SV-20785,TEC-AC-10001542,27.552,3,-0.3444
CA-2020-150770,2020-05-02,LC-16870,OFF-AR-10001246,8.82,3,2.5578
CA-2020-112130,2020-05-02,SV-20785,OFF-AR-10001468,59.904,2,14.2272
CA-2020-150770,2020-05-02,LC-16870,OFF-BI-10001575,49.568,2,17.3488
CA-2020-107937,2020-05-02,JB-16045,FUR-FU-10002298,665.88,6,106.5408
CA-2020-160864,2020-05-02,NF-18595,OFF-BI-10004654,13.848,3,5.193
CA-2020-129700,2020-05-03,LA-16780,FUR-FU-10001940,22.288,7,-8.9152
CA-2020-146290,2020-05-03,SV-20815,OFF-AR-10001897,125.93,7,35.2604
CA-2020-144253,2020-05-03,AS-10225,FUR-FU-10002671,26.8,2,12.864
CA-2020-110548,2020-05-03,AH-10690,TEC-PH-10002922,946.344,7,118.293
CA-2020-147879,2020-05-06,CC-12220,OFF-PA-10001952,45.68,2,21.0128
CA-2020-137512,2020-05-06,AG-10675,OFF-PA-10000213,15.936,4,5.3784
CA-2020-137512,2020-05-06,AG-10675,FUR-TA-10001095,244.006,2,-31.3722
US-2020-160857,2020-05-07,NW-18400,OFF-SU-10000157,357.93,3,7.1586
US-2020-160857,2020-05-07,NW-18400,FUR-CH-10002647,127.764,2,21.294
CA-2020-142055,2020-05-07,AB-10255,OFF-PA-10003465,37.94,2,18.2112
US-2020-160857,2020-05-07,NW-18400,FUR-FU-10001095,79.44,3,30.1872
CA-2020-136798,2020-05-07,DL-12925,TEC-PH-10000441,377.97,3,105.8316
CA-2020-136798,2020-05-07,DL-12925,FUR-FU-10000723,123.96,3,11.1564
US-2020-160857,2020-05-07,NW-18400,OFF-PA-10003363,19.44,3,9.3312
CA-2020-113971,2020-05-07,CB-12535,FUR-FU-10001852,8.352,6,1.2528
CA-2020-109939,2020-05-07,AA-10375,OFF-AR-10000127,5.248,2,0.5904
CA-2020-136798,2020-05-07,DL-12925,OFF-BI-10003684,43.98,2,21.99
US-2020-160857,2020-05-07,NW-18400,TEC-CO-10004115,2799.944,7,1014.9797
CA-2020-155635,2020-05-08,ME-17725,OFF-BI-10000962,48.81,3,23.9169
CA-2020-129217,2020-05-09,DP-13390,OFF-AR-10004602,36.784,2,3.6784
CA-2020-144043,2020-05-09,AB-10165,TEC-AC-10002718,46.688,4,-2.918
CA-2020-129217,2020-05-09,DP-13390,OFF-AP-10002439,70.97,5,-191.619
CA-2020-135727,2020-05-10,PS-18970,FUR-CH-10004540,191.968,7,16.7972
CA-2020-159380,2020-05-11,CS-12505,OFF-PA-10004239,25.68,6,11.556
US-2020-122910,2020-05-11,LT-16765,TEC-PH-10000441,201.584,2,20.1584
CA-2020-131856,2020-05-11,JG-15160,TEC-PH-10001336,619.152,6,69.6546
CA-2020-131856,2020-05-11,JG-15160,FUR-FU-10000175,21.968,4,-15.9268
CA-2020-162607,2020-05-11,RO-19780,OFF-BI-10002949,14.592,3,4.9248
CA-2020-130876,2020-05-11,AZ-10750,OFF-ST-10004258,36.63,3,9.8901
CA-2020-131856,2020-05-11,JG-15160,OFF-PA-10001954,127.904,7,41.5688
CA-2020-159380,2020-05-11,CS-12505,OFF-PA-10003893,12.84,3,5.778
CA-2020-145835,2020-05-12,BF-11170,OFF-FA-10002280,16.0,4,5.6
CA-2020-145835,2020-05-12,BF-11170,TEC-PH-10004447,222.384,2,16.6788
CA-2020-165162,2020-05-13,HG-15025,OFF-ST-10003470,1117.92,4,55.896
CA-2020-119291,2020-05-13,JO-15550,OFF-AR-10001118,2.696,1,0.8088
CA-2020-119291,2020-05-13,JO-15550,OFF-BI-10001982,4.896,3,-3.4272
CA-2020-119291,2020-05-13,JO-15550,OFF-BI-10001575,18.588,2,-13.6312
CA-2020-119291,2020-05-13,JO-15550,OFF-LA-10003510,97.696,4,31.7512
CA-2020-100146,2020-05-13,CB-12535,FUR-CH-10004495,722.352,3,81.2646
CA-2020-119291,2020-05-13,JO-15550,OFF-EN-10000927,200.984,7,62.8075
CA-2020-119291,2020-05-13,JO-15550,OFF-LA-10002312,47.36,4,17.76
CA-2020-119291,2020-05-13,JO-15550,OFF-AR-10003373,198.272,8,17.3488
CA-2020-100146,2020-05-13,CB-12535,FUR-CH-10003833,97.568,2,-6.098
CA-2020-100146,2020-05-13,CB-12535,FUR-FU-10001979,122.91,3,34.4148
CA-2020-100146,2020-05-13,CB-12535,FUR-BO-10004015,509.9575,5,41.9965
CA-2020-166604,2020-05-14,AH-10690,OFF-EN-10004147,17.94,3,8.7906
CA-2020-138492,2020-05-14,FC-14335,OFF-ST-10002583,51.968,2,-10.3936
CA-2020-100769,2020-05-15,TH-21550,TEC-AC-10002402,255.968,4,31.996
CA-2020-100251,2020-05-16,DV-13465,OFF-LA-10003766,31.5,10,15.12
US-2020-117184,2020-05-16,ON-18715,OFF-BI-10002082,33.28,5,-49.92
CA-2020-100251,2020-05-16,DV-13465,OFF-SU-10000898,55.6,4,16.124
US-2020-117184,2020-05-16,ON-18715,OFF-PA-10002250,14.088,3,4.9308
CA-2020-165554,2020-05-17,AJ-10780,OFF-PA-10003724,10.86,2,5.3214
CA-2020-153535,2020-05-19,SG-20470,FUR-FU-10001986,163.136,4,20.392
CA-2020-153535,2020-05-19,SG-20470,OFF-BI-10001031,6.408,4,-4.9128
CA-2020-169278,2020-05-20,ME-18010,OFF-BI-10001636,26.976,4,8.7672
CA-2020-102806,2020-05-20,HG-14965,OFF-BI-10001597,24.588,2,-18.0312
US-2020-168914,2020-05-20,JE-15745,OFF-AP-10000358,20.768,8,-52.9584
CA-2020-149846,2020-05-21,SB-20185,OFF-ST-10002406,104.79,7,29.3412
CA-2020-149846,2020-05-21,SB-20185,TEC-MA-10004002,2973.32,7,334.4985
CA-2020-149846,2020-05-21,SB-20185,OFF-LA-10004484,8.26,2,3.7996
CA-2020-149846,2020-05-21,SB-20185,TEC-PH-10003645,775.728,6,58.1796
CA-2020-136805,2020-05-22,NM-18445,FUR-FU-10003724,75.33,9,19.5858
CA-2020-154921,2020-05-22,EA-14035,OFF-EN-10000056,186.69,3,87.7443
CA-2020-136805,2020-05-22,NM-18445,OFF-AP-10001394,850.5,5,245.7
US-2020-110569,2020-05-22,EB-13870,OFF-BI-10001036,19.194,7,-12.796
US-2020-110569,2020-05-22,EB-13870,OFF-AP-10004708,121.792,4,13.7016
CA-2020-119102,2020-05-22,KH-16690,OFF-ST-10004507,51.45,3,13.8915
US-2020-165512,2020-05-23,VS-21820,OFF-BI-10001249,7.656,6,-13.0152
US-2020-165512,2020-05-23,VS-21820,FUR-CH-10002880,602.651,7,-163.5767
CA-2020-132941,2020-05-24,MM-18280,TEC-AC-10003095,207.984,2,36.3972
CA-2020-109708,2020-05-24,CY-12745,TEC-PH-10001944,467.04,4,58.38
CA-2020-138898,2020-05-24,JH-16180,OFF-AP-10004487,845.728,13,84.5728
CA-2020-132941,2020-05-24,MM-18280,OFF-PA-10002160,32.368,7,11.7334
CA-2020-141768,2020-05-24,NP-18685,FUR-FU-10002268,14.73,3,4.8609
US-2020-152128,2020-05-24,NM-18445,OFF-BI-10001718,127.96,2,60.1412
CA-2020-132941,2020-05-24,MM-18280,OFF-SU-10002557,22.368,2,1.6776
US-2020-152128,2020-05-24,NM-18445,OFF-AR-10002445,21.24,3,8.0712
CA-2020-143147,2020-05-25,PS-18760,TEC-MA-10004679,399.54,2,-79.908
CA-2020-143147,2020-05-25,PS-18760,FUR-CH-10000863,105.686,1,-28.6862
US-2020-113327,2020-05-25,BF-11170,OFF-PA-10003790,18.272,1,5.9384
CA-2020-148964,2020-05-25,RD-19900,FUR-FU-10003849,20.24,1,7.8936
CA-2020-143147,2020-05-25,PS-18760,FUR-CH-10004754,104.93,5,-4.497
US-2020-113327,2020-05-25,BF-11170,OFF-PA-10003134,153.728,4,53.8048
US-2020-113327,2020-05-25,BF-11170,OFF-EN-10004459,12.224,2,4.4312
US-2020-113327,2020-05-25,BF-11170,TEC-AC-10003628,167.944,7,50.3832
CA-2020-131758,2020-05-27,KB-16315,OFF-AR-10000411,47.82,3,14.346
CA-2020-118948,2020-05-27,NK-18490,OFF-AR-10001547,6.63,3,1.7901
CA-2020-135020,2020-05-27,MS-17770,OFF-BI-10000605,6.096,2,2.0574
CA-2020-131758,2020-05-27,KB-16315,OFF-LA-10000262,13.05,5,6.003
CA-2020-149601,2020-05-27,TB-21625,OFF-ST-10001328,77.55,5,21.714
CA-2020-149601,2020-05-27,TB-21625,OFF-ST-10001558,16.24,1,2.436
CA-2020-135020,2020-05-27,MS-17770,TEC-PH-10004093,45.99,1,13.3371
CA-2020-135020,2020-05-27,MS-17770,OFF-ST-10001490,535.41,3,160.623
CA-2020-135020,2020-05-27,MS-17770,OFF-PA-10004255,45.36,7,21.7728
CA-2020-120880,2020-05-28,JL-15850,OFF-BI-10002931,167.76,5,62.91
CA-2020-111339,2020-05-28,VP-21760,FUR-FU-10002506,41.568,4,-4.1568
CA-2020-111339,2020-05-28,VP-21760,FUR-CH-10000863,317.058,3,-86.0586
CA-2020-111339,2020-05-28,VP-21760,OFF-FA-10002988,8.04,5,2.9145
CA-2020-120880,2020-05-28,JL-15850,OFF-PA-10004101,32.4,5,15.552
CA-2020-104297,2020-05-28,CC-12100,OFF-PA-10000474,85.056,3,28.7064
CA-2020-168277,2020-05-28,KB-16315,OFF-LA-10004484,12.39,3,5.6994
CA-2020-120880,2020-05-28,JL-15850,OFF-ST-10001496,540.57,3,140.5482
CA-2020-103177,2020-05-29,EN-13780,TEC-PH-10001527,128.85,3,3.8655
CA-2020-103177,2020-05-29,EN-13780,TEC-PH-10001795,239.97,3,2.3997
CA-2020-163923,2020-05-29,BD-11560,TEC-AC-10000358,151.96,4,36.4704
CA-2020-103177,2020-05-29,EN-13780,OFF-AP-10004540,160.32,2,44.8896
CA-2020-147788,2020-05-30,TM-21010,OFF-ST-10000046,323.1,2,61.389
CA-2020-133627,2020-05-30,SC-20050,FUR-FU-10001935,22.2,6,9.102
CA-2020-100818,2020-05-30,JM-15265,FUR-FU-10002703,51.56,2,-61.872
CA-2020-100818,2020-05-30,JM-15265,OFF-PA-10001125,173.488,7,54.215
CA-2020-100818,2020-05-30,JM-15265,OFF-LA-10000443,5.904,2,1.9926
CA-2020-147788,2020-05-30,TM-21010,FUR-BO-10004357,1406.86,7,140.686
CA-2020-149748,2020-05-30,EM-13825,OFF-PA-10002120,274.8,5,134.652
CA-2020-149748,2020-05-30,EM-13825,OFF-ST-10004340,62.18,1,16.7886
CA-2020-149748,2020-05-30,EM-13825,FUR-FU-10001847,8.28,2,2.9808
CA-2020-120677,2020-05-30,BD-11320,FUR-CH-10002320,2567.84,8,770.352
CA-2020-156153,2020-05-30,CW-11905,OFF-FA-10003472,7.56,6,0.3024
CA-2020-124919,2020-05-30,SP-20650,OFF-ST-10001590,80.88,6,21.0288
CA-2020-124919,2020-05-30,SP-20650,OFF-PA-10002254,105.52,4,48.5392
CA-2020-124919,2020-05-30,SP-20650,OFF-PA-10001950,58.38,7,26.271
CA-2020-136224,2020-05-30,ML-18265,OFF-AR-10003504,10.272,3,1.1556
CA-2020-100818,2020-05-30,JM-15265,OFF-BI-10004364,3.564,3,-6.237
CA-2020-147788,2020-05-30,TM-21010,OFF-LA-10003766,15.75,5,7.56
CA-2020-161242,2020-05-31,CG-12040,OFF-PA-10001838,11.76,2,5.7624
US-2020-132836,2020-05-31,AJ-10945,TEC-PH-10001299,299.98,2,83.9944
US-2020-163685,2020-05-31,KE-16420,OFF-PA-10002606,42.24,10,13.2
US-2020-132836,2020-05-31,AJ-10945,OFF-LA-10004178,28.91,7,13.2986
US-2020-132836,2020-05-31,AJ-10945,TEC-PH-10001300,41.9,2,11.732
US-2020-163685,2020-05-31,KE-16420,OFF-BI-10001890,5.728,8,-9.1648
US-2020-132836,2020-05-31,AJ-10945,OFF-BI-10004224,403.68,6,181.656
CA-2020-158491,2020-06-03,BP-11155,TEC-AC-10001874,119.98,2,35.994
US-2020-142020,2020-06-03,TC-21535,OFF-PA-10004569,30.44,4,14.3068
US-2020-142020,2020-06-03,TC-21535,FUR-FU-10000672,35.28,3,11.9952
CA-2020-164833,2020-06-03,LL-16840,OFF-LA-10000443,7.38,2,3.4686
CA-2020-164833,2020-06-03,LL-16840,OFF-AR-10004685,9.26,2,3.0558
CA-2020-158491,2020-06-03,BP-11155,TEC-AC-10003870,989.97,3,395.988
CA-2020-166947,2020-06-04,EB-13750,FUR-CH-10004997,1522.638,9,169.182
CA-2020-115168,2020-06-04,BB-11545,OFF-PA-10000528,10.56,2,4.752
CA-2020-157343,2020-06-06,HD-14785,OFF-AR-10003183,8.016,3,1.002
CA-2020-157343,2020-06-06,HD-14785,OFF-PA-10000552,25.92,5,9.072
CA-2020-157343,2020-06-06,HD-14785,OFF-BI-10003707,18.312,4,-12.208
CA-2020-142041,2020-06-06,EM-13810,OFF-BI-10004187,7.52,5,2.632
CA-2020-162201,2020-06-07,AG-10495,OFF-LA-10001982,9.0,3,3.15
CA-2020-162201,2020-06-07,AG-10495,FUR-FU-10001185,173.208,7,45.4671
CA-2020-162201,2020-06-07,AG-10495,OFF-AR-10003856,4.448,2,0.3336
CA-2020-162201,2020-06-07,AG-10495,OFF-PA-10001215,42.24,10,13.2
CA-2020-162201,2020-06-07,AG-10495,OFF-ST-10000046,516.96,4,-6.462
CA-2020-162201,2020-06-07,AG-10495,OFF-PA-10002581,173.488,7,54.215
CA-2020-162201,2020-06-07,AG-10495,OFF-BI-10002429,18.264,2,-13.3936
CA-2020-164007,2020-06-07,MG-17695,OFF-AP-10003849,143.128,2,-393.602
CA-2020-164007,2020-06-07,MG-17695,TEC-AC-10003433,2.376,3,0.7425
CA-2020-144190,2020-06-08,NC-18415,OFF-PA-10000304,12.96,2,6.2208
CA-2020-101868,2020-06-08,MJ-17740,OFF-BI-10003876,64.2,5,-42.8
CA-2020-101868,2020-06-08,MJ-17740,OFF-BI-10002133,38.52,3,-26.964
CA-2020-110947,2020-06-08,AG-10765,OFF-BI-10001670,113.1,3,56.55
CA-2020-141012,2020-06-08,TG-21640,FUR-FU-10003192,355.36,4,92.3936
CA-2020-141012,2020-06-08,TG-21640,TEC-PH-10004522,140.376,3,8.7735
CA-2020-101868,2020-06-08,MJ-17740,TEC-AC-10004396,72.6,5,-8.1675
CA-2020-121720,2020-06-10,JE-15610,TEC-PH-10002496,249.584,2,31.198
CA-2020-121720,2020-06-10,JE-15610,FUR-CH-10003312,1123.92,5,-182.637
CA-2020-121720,2020-06-10,JE-15610,OFF-ST-10003816,563.808,4,21.1428
CA-2020-121720,2020-06-10,JE-15610,OFF-ST-10001780,1036.624,2,51.8312
CA-2020-121720,2020-06-10,JE-15610,OFF-BI-10004593,78.6,5,-62.88
CA-2020-121720,2020-06-10,JE-15610,FUR-FU-10003464,48.672,3,7.3008
CA-2020-121720,2020-06-10,JE-15610,OFF-AR-10000380,60.768,2,7.596
CA-2020-121720,2020-06-10,JE-15610,OFF-BI-10001308,3.768,2,-3.14
US-2020-123960,2020-06-10,BD-11605,OFF-PA-10004451,32.4,5,15.552
US-2020-123960,2020-06-10,BD-11605,FUR-FU-10004666,29.16,2,10.7892
US-2020-123960,2020-06-10,BD-11605,OFF-AR-10003582,56.3,2,15.764
US-2020-123960,2020-06-10,BD-11605,TEC-AC-10003038,53.7,6,10.203
US-2020-123960,2020-06-10,BD-11605,OFF-BI-10002799,36.26,7,16.6796
CA-2020-139850,2020-06-11,GB-14575,OFF-PA-10003848,20.736,4,7.2576
CA-2020-104115,2020-06-11,JH-15910,TEC-PH-10002844,55.984,2,4.1988
CA-2020-139850,2020-06-11,GB-14575,FUR-FU-10003623,43.296,2,4.3296
CA-2020-136105,2020-06-11,SZ-20035,OFF-ST-10002444,24.56,2,6.8768
CA-2020-131779,2020-06-11,LE-16810,OFF-ST-10001505,29.9,5,5.083
CA-2020-155054,2020-06-12,PS-19045,TEC-AC-10003657,67.98,2,14.9556
CA-2020-155054,2020-06-12,PS-19045,OFF-BI-10004970,8.26,2,3.8822
CA-2020-104941,2020-06-12,DH-13075,OFF-PA-10003363,32.4,5,15.552
CA-2020-137281,2020-06-12,BF-10975,OFF-PA-10001870,6.48,1,3.1104
CA-2020-104941,2020-06-12,DH-13075,OFF-BI-10001249,19.14,3,8.8044
CA-2020-127418,2020-06-12,JJ-15445,OFF-BI-10003707,36.624,3,13.734
CA-2020-104941,2020-06-12,DH-13075,OFF-AR-10004269,24.78,6,6.9384
CA-2020-104059,2020-06-12,FC-14245,OFF-AR-10000634,3.424,1,0.2996
CA-2020-104941,2020-06-12,DH-13075,TEC-CO-10004202,899.97,3,314.9895
CA-2020-155054,2020-06-12,PS-19045,OFF-BI-10002824,29.84,2,13.428
CA-2020-120439,2020-06-13,AD-10180,FUR-FU-10001867,51.072,6,5.1072
CA-2020-129896,2020-06-14,PF-19120,OFF-PA-10002245,9.568,2,2.99
CA-2020-129896,2020-06-14,PF-19120,OFF-ST-10004804,82.368,2,-19.5624
CA-2020-129896,2020-06-14,PF-19120,FUR-FU-10002396,40.256,4,11.0704
US-2020-106495,2020-06-14,AC-10450,TEC-AC-10002718,11.672,1,-0.7295
CA-2020-129896,2020-06-14,PF-19120,FUR-FU-10004904,364.704,6,-36.4704
CA-2020-164567,2020-06-14,GK-14620,TEC-PH-10002103,225.576,3,22.5576
CA-2020-167269,2020-06-15,PB-19150,OFF-EN-10003072,6.208,2,2.1728
CA-2020-118955,2020-06-15,LS-17230,OFF-PA-10004156,27.216,3,9.8658
CA-2020-118955,2020-06-15,LS-17230,OFF-EN-10001028,28.752,3,9.3444
CA-2020-118955,2020-06-15,LS-17230,FUR-CH-10001708,197.372,2,-25.3764
US-2020-163825,2020-06-15,LC-16885,TEC-PH-10004922,133.98,2,33.495
US-2020-163825,2020-06-15,LC-16885,OFF-BI-10003527,3050.376,3,1143.891
CA-2020-133242,2020-06-17,KH-16510,OFF-ST-10003716,450.04,2,58.5052
CA-2020-133242,2020-06-17,KH-16510,OFF-BI-10004002,34.6,2,16.608
CA-2020-133242,2020-06-17,KH-16510,TEC-PH-10002496,467.97,3,140.391
CA-2020-133242,2020-06-17,KH-16510,OFF-BI-10004826,33.02,2,15.8496
CA-2020-122287,2020-06-17,SN-20560,FUR-FU-10004973,75.36,5,20.724
CA-2020-122287,2020-06-17,SN-20560,OFF-BI-10003707,9.156,2,-6.104
CA-2020-122287,2020-06-17,SN-20560,OFF-BI-10004656,4.536,7,-3.3264
CA-2020-122287,2020-06-17,SN-20560,OFF-PA-10001661,11.952,3,4.3326
CA-2020-133242,2020-06-17,KH-16510,FUR-FU-10003464,60.84,3,19.4688
CA-2020-147011,2020-06-17,HR-14830,OFF-AR-10002399,13.632,4,3.5784
CA-2020-154200,2020-06-17,BG-11740,OFF-AR-10001044,51.98,2,15.0742
CA-2020-156734,2020-06-17,BV-11245,OFF-BI-10002982,6.129,3,-4.4946
CA-2020-156734,2020-06-17,BV-11245,OFF-PA-10001937,20.736,4,7.2576
CA-2020-156734,2020-06-17,BV-11245,FUR-CH-10002965,643.136,4,56.2744
CA-2020-111864,2020-06-18,PP-18955,OFF-LA-10004677,5.904,2,1.9926
CA-2020-121965,2020-06-18,LH-17155,FUR-FU-10000732,12.56,2,4.0192
CA-2020-121965,2020-06-18,LH-17155,OFF-PA-10004355,6.48,1,3.1104
CA-2020-163734,2020-06-18,KM-16375,OFF-ST-10003692,228.92,5,14.3075
CA-2020-121965,2020-06-18,LH-17155,OFF-EN-10000056,186.69,3,87.7443
CA-2020-144302,2020-06-18,ME-17320,OFF-BI-10001107,5.792,2,-9.5568
CA-2020-158351,2020-06-19,BC-11125,TEC-AC-10001838,319.984,2,91.9954
CA-2020-140144,2020-06-19,SC-20770,TEC-PH-10002726,125.976,3,47.241
CA-2020-140144,2020-06-19,SC-20770,FUR-FU-10002253,257.64,6,100.4796
US-2020-136427,2020-06-19,JM-16195,TEC-PH-10002070,125.944,7,15.743
CA-2020-123330,2020-06-20,EP-13915,TEC-PH-10001819,107.976,3,37.7916
CA-2020-153423,2020-06-21,SW-20455,OFF-BI-10000545,1217.568,2,456.588
CA-2020-128167,2020-06-21,KL-16645,OFF-FA-10000490,4.96,4,2.3312
CA-2020-124975,2020-06-21,MG-17875,FUR-TA-10002645,796.425,7,-525.6405
CA-2020-122826,2020-06-22,RD-19480,TEC-PH-10004830,201.568,4,22.6764
CA-2020-139164,2020-06-22,CS-12355,TEC-PH-10003931,143.976,3,8.9985
CA-2020-139164,2020-06-22,CS-12355,OFF-FA-10003059,5.43,3,1.7919
CA-2020-106187,2020-06-22,RF-19345,FUR-FU-10000794,27.42,3,9.3228
CA-2020-139164,2020-06-22,CS-12355,TEC-PH-10002468,217.584,2,19.0386
CA-2020-106187,2020-06-22,RF-19345,TEC-AC-10001590,75.0,3,18.0
CA-2020-106187,2020-06-22,RF-19345,OFF-BI-10004519,165.98,1,74.691
CA-2020-127110,2020-06-24,CH-12070,OFF-ST-10002554,78.256,2,-17.6076
CA-2020-115945,2020-06-24,AB-10165,OFF-ST-10001963,304.23,3,9.1269
CA-2020-127110,2020-06-24,CH-12070,OFF-PA-10003309,31.104,6,10.8864
CA-2020-137750,2020-06-24,JF-15565,FUR-FU-10001979,204.85,5,57.358
CA-2020-119690,2020-06-24,MV-17485,OFF-PA-10001019,47.952,3,16.1838
CA-2020-115945,2020-06-24,AB-10165,OFF-BI-10004330,88.752,3,27.735
CA-2020-119690,2020-06-24,MV-17485,OFF-BI-10000201,0.984,2,-1.476
CA-2020-119690,2020-06-24,MV-17485,FUR-FU-10004587,75.384,9,-20.7306
CA-2020-119690,2020-06-24,MV-17485,OFF-LA-10001613,4.608,2,1.6704
CA-2020-115945,2020-06-24,AB-10165,OFF-AR-10004062,20.96,2,5.24
CA-2020-115938,2020-06-25,SA-20830,FUR-CH-10003199,332.94,3,79.9056
CA-2020-115938,2020-06-25,SA-20830,OFF-BI-10001543,143.96,4,69.1008
CA-2020-166583,2020-06-25,VD-21670,TEC-PH-10001578,971.88,3,109.3365
CA-2020-143882,2020-06-25,DB-13360,OFF-PA-10004040,43.056,9,15.6078
CA-2020-115938,2020-06-25,SA-20830,OFF-BI-10001132,43.04,8,21.0896
CA-2020-125395,2020-06-25,LA-16780,TEC-AC-10004708,41.9,2,8.799
CA-2020-115938,2020-06-25,SA-20830,OFF-ST-10001321,15.42,1,4.1634
CA-2020-162950,2020-06-27,DW-13585,OFF-PA-10003177,15.552,3,5.4432
CA-2020-162950,2020-06-27,DW-13585,FUR-BO-10001918,482.94,6,-376.6932
CA-2020-112144,2020-06-27,CY-12745,FUR-FU-10004306,621.76,4,46.632
CA-2020-112144,2020-06-27,CY-12745,OFF-LA-10000443,5.904,2,1.9926
CA-2020-103772,2020-06-27,MP-17470,OFF-AR-10000538,140.75,5,42.225
CA-2020-103772,2020-06-27,MP-17470,OFF-BI-10002867,119.56,2,54.9976
US-2020-141684,2020-06-28,MM-18055,OFF-PA-10002870,24.96,4,11.232
US-2020-100069,2020-06-28,NF-18475,TEC-PH-10004667,269.98,2,72.8946
CA-2020-128860,2020-06-28,SC-20725,FUR-FU-10001473,20.104,1,1.7591
CA-2020-165799,2020-06-28,SG-20470,FUR-CH-10001482,117.882,1,1.3098
CA-2020-157322,2020-07-01,RH-19600,FUR-CH-10003774,382.116,6,-92.7996
CA-2020-157322,2020-07-01,RH-19600,OFF-ST-10004507,68.6,5,6.0025
CA-2020-157322,2020-07-01,RH-19600,FUR-CH-10004086,408.422,2,-5.8346
CA-2020-157322,2020-07-01,RH-19600,OFF-ST-10003208,435.504,3,48.9942
CA-2020-140718,2020-07-01,FA-14230,TEC-PH-10003505,74.24,1,8.352
CA-2020-157322,2020-07-01,RH-19600,OFF-PA-10000659,11.168,2,3.7692
CA-2020-140718,2020-07-01,FA-14230,FUR-FU-10000076,159.84,10,45.954
CA-2020-120397,2020-07-01,RB-19435,OFF-AP-10001293,32.784,4,-85.2384
